ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not used,Season
6174,1678,1,1,2,40,44.0,5,1,1
6178,1785,1,1,2,20,20.0,28,2,0
6179,1786,1,1,2,20,40.0,9,2,0
6192,1785,1,1,2,25,35.0,15,2,0
6193,1785,1,1,2,25,34.0,13,1,0
6196,1785,1,1,2,30,30.0,20,1,0
6258,2139,1,1,2,20,25.0,28,1,0
6266,2139,1,1,2,40,45.0,8,3,0
6274,2267,1,1,2,5,15.0,29,1,0
6275,2267,1,1,2,10,25.0,29,2,0
6284,2267,1,1,2,20,48.0,4,1,0
6285,2267,1,1,2,20,45.0,6,3,0
6291,2267,1,1,2,20,27.0,24,3,1
6305,2401,1,1,2,20,40.0,12,2,0
6306,2401,1,1,2,20,40.0,13,2,0
6310,2402,1,1,2,40,40.0,12,2,1
6326,2542,1,1,2,15,35.0,16,1,1
6328,2541,1,1,2,20,51.0,6,2,2
6336,2688,1,1,2,20,45.0,10,2,0
6338,2688,1,1,2,25,30.0,22,2,0
6357,2840,1,1,2,40,36.0,20,2,0
6381,3164,1,1,2,20,40.0,15,1,1
6386,3336,1,1,2,20,50.0,9,2,0
6393,3516,1,1,2,15,28.0,34,3,0
6411,3702,1,1,2,20,47.0,13,3,1
6421,4096,1,1,2,5,12.0,45,3,1
6425,169,1,0,2,20,14.0,0,2,0
6430,209,1,0,2,30,14.0,8,2,0
6440,311,1,0,2,20,11.0,10,1,0
6445,342,1,0,2,30,18.0,8,2,0
6446,342,1,0,2,30,14.0,10,2,0
6456,410,1,0,2,5,12.0,15,1,0
6457,410,1,0,2,10,5.0,15,1,0
6462,410,1,0,2,20,25.0,4,1,0
6463,411,1,0,2,25,24.0,3,3,0
6464,410,1,0,2,30,18.0,10,2,0
6481,448,1,0,2,25,14.0,15,3,0
6492,448,1,0,2,60,24.0,6,3,0
6513,531,1,0,2,10,22.0,5,1,0
6532,577,1,0,2,10,30.0,4,1,0
6539,577,1,0,2,20,30.0,3,2,0
6541,577,1,0,2,25,30.0,0,1,0
6551,577,1,0,2,50,17.0,16,2,0
6562,625,1,0,2,10,30.0,3,1,0
6568,626,1,0,2,30,20.0,15,2,0
6571,626,1,0,2,30,30.0,2,1,0
6575,625,1,0,2,50,10.0,20,2,0
6583,677,1,0,2,15,23.0,9,1,0
6593,677,1,0,2,40,23.0,11,2,0
6596,677,1,0,2,40,13.0,19,1,2
6601,732,1,0,2,10,30.0,1,2,0
6603,732,1,0,2,15,25.0,9,3,0
6604,731,1,0,2,15,22.0,14,2,0
6610,731,1,0,2,20,14.0,20,1,0
6619,731,1,0,2,25,22.0,15,2,0
6622,732,1,0,2,30,21.0,15,3,0
6640,789,1,0,2,30,25.0,11,2,0
6641,789,1,0,2,40,20.0,16,1,0
6670,851,1,0,2,30,25.0,9,2,0
6671,851,1,0,2,35,37.0,2,1,0
6678,850,1,0,2,50,30.0,6,2,0
6716,915,1,0,2,80,35.0,4,2,0
6718,915,1,0,2,40,27.0,11,1,1
6719,915,1,0,2,35,31.0,8,1,1
6725,984,1,0,2,15,30.0,10,3,0
6730,984,1,0,2,30,20.0,19,1,0
6738,984,1,0,2,40,30.0,8,2,0
6739,984,1,0,2,40,30.0,6,2,0
6742,984,1,0,2,50,25.0,13,1,0
6743,984,1,0,2,50,37.0,1,3,0
6755,1056,1,0,2,20,25.0,14,3,0
6780,1132,1,0,2,20,35.0,5,1,0
6784,1132,1,0,2,25,36.0,5,3,0
6832,1212,1,0,2,20,11.0,27,1,1
6838,1296,1,0,2,10,12.0,27,3,0
6855,1297,1,0,2,30,20.0,19,2,0
6856,1296,1,0,2,30,18.0,27,2,0
6870,1385,1,0,2,10,5.0,28,2,0
6871,1385,1,0,2,10,40.0,3,1,0
6875,1385,1,0,2,15,36.0,4,3,0
6880,1385,1,0,2,25,40.0,5,2,0
6888,1385,1,0,2,40,18.0,25,3,0
6892,1385,1,0,2,40,26.0,13,2,0
6895,1385,1,0,2,50,10.0,31,1,0
6896,1385,1,0,2,50,35.0,7,2,0
6907,1478,1,0,2,10,15.0,25,1,0
6911,1478,1,0,2,10,40.0,2,2,0
6916,1478,1,0,2,20,40.0,7,2,0
6924,1478,1,0,2,40,21.0,23,3,0
6951,1575,1,0,2,40,30.0,15,2,0
6958,1576,1,0,2,30,35.0,11,3,1
6965,1678,1,0,2,20,18.0,28,2,0
6966,1678,1,0,2,20,25.0,20,3,0
6977,1678,1,0,2,40,40.0,8,3,0
6985,1678,1,0,2,40,10.0,32,2,1
6990,1785,1,0,2,10,40.0,5,1,0
6998,1785,1,0,2,20,20.0,25,2,0
7002,1786,1,0,2,25,20.0,28,1,0
7026,1898,1,0,2,30,40.0,8,1,0
7037,1898,1,0,2,60,22.0,27,2,0
7040,1898,1,0,2,30,32.0,20,1,1
7070,2138,1,0,2,30,20.0,33,1,0
7072,2138,1,0,2,30,27.0,23,2,0
7074,2138,1,0,2,40,22.0,30,2,0
7088,2139,1,0,2,20,30.0,22,3,1
7089,2139,1,0,2,20,38.0,15,2,1
7117,2401,1,0,2,20,40.0,14,2,0
7170,2840,1,0,2,10,49.0,8,1,0
7172,2840,1,0,2,20,33.0,24,1,0
7186,2999,1,0,2,20,30.0,19,3,0
7192,2999,1,0,2,30,52.0,6,3,0
7195,2999,1,0,2,20,18.0,42,1,1
7196,2999,1,0,2,5,41.0,17,3,1
7206,3164,1,0,2,35,53.0,5,3,0
7223,3702,1,0,2,40,11.0,46,3,0
7241,209,0,1,2,30,18.0,2,2,0
7248,283,0,1,2,20,20.0,4,1,0
7258,342,0,1,2,50,15.0,13,2,0
7279,448,0,1,2,5,10.0,14,1,0
7287,448,0,1,2,60,28.0,2,2,0
7295,488,0,1,2,25,15.0,14,2,0
7310,577,0,1,2,30,30.0,3,2,0
7325,626,0,1,2,40,17.0,15,1,0
7327,625,0,1,2,40,19.0,13,1,0
7331,677,0,1,2,5,12.0,20,2,0
7343,677,0,1,2,60,30.0,7,2,0
7359,790,0,1,2,5,10.0,10,2,0
7364,789,0,1,2,10,25.0,6,3,0
7365,789,0,1,2,15,8.0,23,3,0
7375,790,0,1,2,40,26.0,14,2,0
7412,984,0,1,2,20,36.0,4,2,0
7422,1056,0,1,2,10,30.0,5,2,0
7424,1056,0,1,2,10,20.0,17,1,0
7436,1056,0,1,2,35,20.0,17,3,0
7444,1132,0,1,2,10,6.0,13,3,0
7448,1132,0,1,2,15,30.0,12,2,0
7449,1132,0,1,2,20,30.0,11,2,0
7452,1132,0,1,2,30,40.0,0,2,0
7473,1297,0,1,2,40,40.0,6,1,0
7474,1296,0,1,2,40,35.0,5,3,0
7494,1385,0,1,2,40,32.0,10,2,0
7509,1575,0,1,2,5,6.0,23,2,0
7510,1576,0,1,2,5,10.0,21,1,0
7514,1575,0,1,2,20,47.0,1,1,0
7552,1898,0,1,2,30,30.0,17,2,0
7555,1898,0,1,2,20,45.0,6,2,1
7557,2016,0,1,2,5,40.0,7,2,0
7578,2402,0,1,2,20,50.0,2,2,0
7579,2401,0,1,2,40,40.0,12,3,0
7584,2541,0,1,2,15,35.0,16,1,0
7617,1056,1,1,1,0,0.0,0,1,1
7629,151,1,0,3,35,17.0,0,2,0
7633,168,1,0,3,15,6.0,0,1,0
7645,257,1,1,3,40,23.0,0,2,0
7684,488,1,0,3,5,30.0,0,2,0
7687,488,1,0,3,10,35.0,0,1,1
7698,577,1,0,3,15,33.0,0,1,0
7699,577,1,0,3,20,41.0,0,1,0
7722,677,1,1,3,20,36.0,0,2,1
7733,732,1,0,3,25,36.0,0,3,2
7735,789,1,1,3,30,45.0,0,2,0
7742,789,1,0,3,20,36.0,0,2,1
7744,851,1,1,3,20,40.0,0,2,0
7746,851,1,1,3,40,40.0,0,2,0
7754,915,1,1,3,40,40.0,0,1,0
7759,984,1,1,3,5,46.0,0,1,0
7761,984,1,1,3,40,40.0,0,2,0
7764,984,1,1,3,30,40.0,0,3,1
7799,1132,1,0,3,30,42.0,0,3,2
7807,1212,1,0,3,40,44.0,0,2,1
7811,1297,1,1,3,30,45.0,0,3,0
7825,1297,1,0,3,40,40.0,0,2,2
7836,1478,1,1,3,45,48.0,0,1,0
7846,1576,1,1,3,15,47.0,0,2,0
7859,1678,1,1,3,40,50.0,0,3,1
7864,1678,1,0,3,40,50.0,0,2,0
7878,1786,1,0,3,10,50.0,0,1,0
7907,2139,1,1,3,20,50.0,0,2,0
7911,2267,1,1,3,20,55.0,0,1,0
7912,2267,1,1,3,35,53.0,0,1,0
7923,2542,1,1,3,30,55.0,0,2,0
7926,2542,1,0,3,40,53.0,0,3,0
7931,2687,1,0,3,15,55.0,0,2,0
7945,3164,1,1,3,40,61.0,0,2,2
7951,3337,1,1,3,20,60.0,0,2,1
7952,3336,1,1,3,10,58.0,0,1,1
7958,3702,1,0,3,20,64.0,0,2,0
7981,232,0,0,3,40,16.0,0,3,0
7988,256,0,0,3,20,19.0,0,3,0
7991,283,0,1,3,25,25.0,0,2,0
7992,283,0,1,3,25,25.0,0,3,0
7996,283,0,0,3,10,26.0,0,1,0
7998,312,0,1,3,25,20.0,0,2,0
8040,488,0,0,3,10,30.0,0,2,0
8054,577,0,1,3,50,32.0,0,2,0
8066,625,0,0,3,15,32.0,0,2,1
8085,790,0,0,3,45,37.0,0,1,0
8089,851,0,1,3,40,38.0,0,3,1
8091,851,0,0,3,20,38.0,0,2,0
8095,916,0,1,3,10,37.0,0,2,0
8098,915,0,1,3,15,37.0,0,2,0
8111,984,0,0,3,10,30.0,0,1,0
8113,984,0,0,3,40,38.0,0,2,0
8123,1056,0,0,3,5,21.0,0,3,0
8162,1385,0,1,3,10,43.0,0,1,0
8173,1478,0,1,3,10,43.0,0,3,0
8182,1576,0,1,3,30,40.0,0,1,0
8188,1678,0,1,3,25,40.0,0,1,0
8189,1678,0,0,3,15,48.0,0,3,0
8217,1898,0,0,3,20,50.0,0,2,1
8218,2015,0,1,3,10,20.0,0,1,0
8221,2016,0,1,3,25,50.0,0,2,0
8228,2015,0,0,3,25,50.0,0,2,0
8258,2542,0,0,3,15,50.0,0,1,1
8263,2840,0,0,3,10,50.0,0,3,0
8283,3515,0,1,3,10,57.0,0,2,1
8308,410,1,1,2,10,15.0,12,2,0
8323,448,1,1,2,40,15.0,15,2,0
8324,448,1,1,2,40,25.0,4,2,0
8325,448,1,1,2,50,25.0,4,3,0
8348,577,1,1,2,15,20.0,11,2,0
8350,577,1,1,2,20,17.0,14,2,0
8352,577,1,1,2,20,20.0,10,2,0
8353,577,1,1,2,30,25.0,9,2,0
8377,677,1,1,2,20,7.0,21,1,0
8379,677,1,1,2,25,15.0,19,1,0
8383,677,1,1,2,30,34.0,0,1,0
8413,789,1,1,2,10,30.0,5,2,0
8415,789,1,1,2,10,30.0,1,2,0
8419,790,1,1,2,20,17.0,18,1,0
8437,789,1,1,2,40,25.0,11,3,0
8438,789,1,1,2,50,34.0,3,1,0
8450,850,1,1,2,40,30.0,10,2,0
8452,851,1,1,2,50,22.0,15,2,0
8466,915,1,1,2,30,15.0,23,2,0
8471,916,1,1,2,40,30.0,6,2,0
8482,984,1,1,2,20,14.0,26,1,0
8489,984,1,1,2,35,29.0,11,3,0
8490,984,1,1,2,40,26.0,14,2,0
8492,984,1,1,2,40,40.0,1,1,0
8494,984,1,1,2,60,25.0,14,2,0
8495,984,1,1,2,80,25.0,14,3,0
8498,1056,1,1,2,10,12.0,25,1,0
8512,1056,1,1,2,60,24.0,17,1,0
8522,1132,1,1,2,30,13.0,28,2,0
8524,1132,1,1,2,30,34.0,5,2,0
8547,1212,1,1,2,20,24.0,17,2,0
8552,1212,1,1,2,30,17.0,29,1,0
8556,1212,1,1,2,40,22.0,19,2,0
8604,1385,1,1,2,40,24.0,22,2,0
8609,1385,1,1,2,60,26.0,20,1,0
8619,1478,1,1,2,20,30.0,16,2,0
8629,1478,1,1,2,40,30.0,15,2,0
8634,1478,1,1,2,60,38.0,12,2,1
8644,1576,1,1,2,20,35.0,11,2,0
8659,1678,1,1,2,10,20.0,27,2,0
8662,1678,1,1,2,10,20.0,23,2,0
8664,1678,1,1,2,15,6.0,34,3,0
8669,1678,1,1,2,20,15.0,28,1,0
8670,1678,1,1,2,20,35.0,13,3,0
8674,1678,1,1,2,30,32.0,16,3,0
8676,1678,1,1,2,30,30.0,18,2,0
8679,1678,1,1,2,40,34.0,14,1,0
8682,1678,1,1,2,50,34.0,14,2,0
8686,1678,1,1,2,30,30.0,17,2,1
8708,1898,1,1,2,10,30.0,19,1,0
8720,1898,1,1,2,20,40.0,9,2,0
8723,1898,1,1,2,40,30.0,22,2,0
8749,2016,1,1,2,20,11.0,36,2,1
8758,2138,1,1,2,20,31.0,20,1,0
8761,2139,1,1,2,30,40.0,13,2,0
8778,2267,1,1,2,20,38.0,16,1,0
8793,2401,1,1,2,25,30.0,21,1,0
8795,2401,1,1,2,20,40.0,15,2,1
8806,2541,1,1,2,20,56.0,7,2,0
8816,2688,1,1,2,5,40.0,14,2,0
8819,2688,1,1,2,15,50.0,5,2,0
8827,2688,1,1,2,40,40.0,17,2,0
8842,2999,1,1,2,15,36.0,20,1,0
8848,2999,1,1,2,40,46.0,11,2,0
8850,2999,1,1,2,20,40.0,13,2,1
8853,3164,1,1,2,10,19.0,33,2,0
8869,3337,1,1,2,60,22.0,36,2,0
8871,3516,1,1,2,10,50.0,11,1,0
8881,3895,1,1,2,15,50.0,12,2,0
8883,3895,1,1,2,20,26.0,34,2,0
8906,283,1,0,2,35,14.0,9,1,0
8907,283,1,0,2,40,20.0,3,1,0
8916,311,1,0,2,40,12.0,12,1,0
8924,375,1,0,2,10,17.0,9,2,0
8963,488,1,0,2,5,24.0,5,2,0
8982,531,1,0,2,10,18.0,12,1,0
9012,577,1,0,2,30,12.0,18,3,0
9021,577,1,0,2,30,11.0,19,2,1
9024,625,1,0,2,10,20.0,10,3,0
9026,626,1,0,2,10,27.0,5,1,0
9051,677,1,0,2,10,20.0,12,1,0
9058,677,1,0,2,20,23.0,11,2,0
9061,677,1,0,2,35,30.0,6,1,0
9073,731,1,0,2,5,12.0,18,2,0
9074,731,1,0,2,5,20.0,12,2,0
9087,731,1,0,2,35,30.0,6,2,0
9095,790,1,0,2,5,10.0,17,2,0
9101,789,1,0,2,20,15.0,21,2,0
9102,790,1,0,2,25,25.0,13,1,0
9107,789,1,0,2,30,34.0,2,1,0
9118,851,1,0,2,10,20.0,15,1,0
9128,851,1,0,2,25,20.0,15,2,0
9130,851,1,0,2,30,14.0,23,1,0
9134,851,1,0,2,40,20.0,17,2,0
9161,915,1,0,2,20,25.0,14,2,0
9173,984,1,0,2,10,20.0,16,2,0
9178,984,1,0,2,15,30.0,11,2,0
9189,984,1,0,2,30,13.0,24,1,0
9212,1056,1,0,2,10,30.0,4,2,0
9223,1056,1,0,2,25,14.0,27,1,0
9273,1132,1,0,2,25,40.0,3,2,1
9280,1212,1,0,2,15,19.0,20,2,0
9281,1212,1,0,2,20,14.0,24,2,0
9298,1212,1,0,2,40,20.0,19,2,0
9324,1296,1,0,2,40,14.0,28,3,0
9331,1297,1,0,2,45,25.0,20,2,0
9337,1385,1,0,2,50,26.0,13,1,0
9339,1385,1,0,2,10,19.0,24,3,0
9345,1385,1,0,2,20,20.0,19,2,0
9346,1385,1,0,2,20,13.0,28,3,0
9360,1385,1,0,2,50,25.0,18,1,0
9367,1478,1,0,2,10,12.0,26,1,0
9382,1478,1,0,2,30,18.0,27,2,0
9387,1478,1,0,2,40,35.0,11,1,0
9391,1478,1,0,2,25,23.0,21,2,1
9401,1575,1,0,2,10,20.0,23,2,0
9407,1576,1,0,2,20,35.0,11,1,0
9430,1678,1,0,2,10,30.0,14,2,0
9439,1678,1,0,2,20,50.0,0,2,0
9500,1898,1,0,2,30,47.0,2,2,0
9505,1898,1,0,2,60,42.0,2,2,1
9516,2016,1,0,2,20,50.0,2,1,0
9525,2015,1,0,2,50,31.0,19,1,1
9551,2139,1,0,2,15,10.0,35,2,1
9559,2138,1,0,2,25,42.0,8,1,1
9574,2267,1,0,2,40,48.0,4,1,0
9603,2542,1,0,2,20,50.0,4,2,0
9613,2688,1,0,2,30,27.0,30,1,0
9658,3337,1,0,2,35,32.0,25,2,1
9661,3516,1,0,2,10,33.0,27,1,0
9676,3895,1,0,2,20,25.0,28,1,0
9680,4097,1,0,2,20,34.0,27,2,0
9690,283,0,1,2,10,15.0,8,1,0
9697,311,0,1,2,20,25.0,1,2,0
9698,342,0,1,2,5,12.0,12,1,0
9707,342,0,1,2,50,25.0,0,1,0
9710,375,0,1,2,20,25.0,1,1,0
9711,375,0,1,2,20,25.0,0,2,0
9715,410,0,1,2,5,10.0,7,2,0
9723,448,0,1,2,15,20.0,9,2,0
9744,531,0,1,2,5,30.0,2,2,0
9757,531,0,1,2,90,26.0,5,1,0
9760,577,0,1,2,10,15.0,17,1,0
9763,577,0,1,2,15,10.0,18,1,0
9770,625,0,1,2,10,13.0,19,2,0
9779,625,0,1,2,25,30.0,4,2,0
9782,626,0,1,2,30,30.0,3,1,0
9783,625,0,1,2,40,30.0,0,2,0
9794,732,0,1,2,40,22.0,16,3,0
9829,915,0,1,2,10,31.0,7,2,0
9835,915,0,1,2,20,30.0,7,2,0
9836,916,0,1,2,30,30.0,7,3,0
9853,984,0,1,2,20,36.0,3,2,0
9868,1056,0,1,2,30,24.0,15,2,0
9872,1132,0,1,2,10,30.0,11,2,0
9879,1132,0,1,2,20,20.0,18,2,0
9881,1132,0,1,2,20,27.0,13,3,0
9896,1212,0,1,2,20,38.0,3,2,0
9908,1385,0,1,2,20,22.0,20,2,0
9949,1576,0,1,2,40,40.0,3,1,0
9971,1785,0,1,2,10,40.0,5,2,0
9973,1785,0,1,2,10,10.0,3,2,0
9975,1785,0,1,2,20,40.0,4,2,0
9981,1786,0,1,2,25,48.0,0,1,0
9987,1898,0,1,2,15,45.0,5,2,0
10009,2139,0,1,2,10,40.0,3,2,0
10011,2139,0,1,2,15,50.0,0,2,0
10013,2139,0,1,2,10,40.0,8,1,1
10017,2267,0,1,2,5,53.0,0,3,0
10028,2401,0,1,2,10,40.0,9,3,0
10037,2541,0,1,2,20,30.0,21,1,0
10055,2999,0,1,2,20,40.0,8,3,1
10058,3337,0,1,2,15,46.0,9,1,0
10063,3516,0,1,2,10,30.0,21,2,0
10069,150,0,0,1,0,0.0,0,3,1
10082,2401,0,0,1,0,0.0,0,1,2
10093,151,1,0,3,30,15.0,0,3,0
10108,283,1,1,3,40,25.0,0,1,0
10113,312,1,0,3,45,23.0,0,2,0
10120,342,1,0,3,30,25.0,0,1,0
10126,410,1,0,3,15,31.0,0,2,0
10130,410,1,0,3,40,31.0,0,2,1
10145,488,1,1,3,50,33.0,0,1,0
10151,531,1,1,3,30,30.0,0,2,0
10171,625,1,1,3,30,34.0,0,2,0
10174,626,1,1,3,30,30.0,0,2,1
10221,851,1,1,3,25,40.0,0,3,0
10230,851,1,0,3,20,40.0,0,1,2
10235,916,1,1,3,20,42.0,0,2,1
10248,984,1,0,3,10,30.0,0,1,0
10251,984,1,0,3,25,40.0,0,3,0
10254,984,1,0,3,30,40.0,0,2,1
10256,1056,1,1,3,15,40.0,0,3,0
10262,1056,1,1,3,60,42.0,0,3,0
10281,1132,1,0,3,10,40.0,0,1,0
10293,1212,1,1,3,20,40.0,0,2,1
10298,1212,1,0,3,10,40.0,0,3,0
10304,1297,1,1,3,20,45.0,0,1,0
10307,1296,1,1,3,35,45.0,0,1,0
10320,1297,1,0,3,60,46.0,0,3,1
10323,1385,1,1,3,10,46.0,0,3,0
10330,1385,1,0,3,5,40.0,0,1,0
10355,1575,1,1,3,30,47.0,0,1,0
10359,1576,1,0,3,15,47.0,0,2,0
10375,1678,1,0,3,30,50.0,0,1,0
10404,2016,1,1,3,20,50.0,0,2,1
10415,2015,1,0,3,10,50.0,0,2,1
10419,2139,1,1,3,10,50.0,0,2,1
10434,2267,1,0,3,15,53.0,0,2,0
10440,2402,1,1,3,20,55.0,0,1,1
10444,2402,1,0,3,15,50.0,0,2,0
10450,2401,1,0,3,30,50.0,0,2,1
10453,2542,1,1,3,15,57.0,0,1,0
10458,2542,1,1,3,10,50.0,0,2,2
10472,2999,1,1,3,20,60.0,0,2,0
10473,2999,1,1,3,30,60.0,0,2,1
10480,3164,1,0,3,20,50.0,0,2,0
10505,188,0,0,3,10,22.0,0,2,0
10539,342,0,0,3,40,24.0,0,2,0
10543,375,0,1,3,35,26.0,0,3,0
10547,375,0,0,3,30,22.0,0,1,0
10557,448,0,1,3,5,9.0,0,2,0
10559,448,0,1,3,40,26.0,0,3,0
10561,448,0,1,3,60,31.0,0,1,0
10562,448,0,1,3,20,27.0,0,1,1
10569,489,0,1,3,20,28.0,0,1,1
10596,677,0,1,3,20,35.0,0,1,0
10599,677,0,0,3,15,37.0,0,3,0
10606,732,0,0,3,5,12.0,0,1,0
10611,790,0,1,3,5,12.0,0,2,0
10617,790,0,0,3,10,30.0,0,2,0
10622,790,0,0,3,40,35.0,0,2,0
10623,789,0,0,3,50,37.0,0,2,0
10625,789,0,0,3,15,37.0,0,2,1
10633,850,0,1,3,20,38.0,0,1,2
10639,851,0,0,3,60,37.0,0,2,0
10641,851,0,0,3,20,38.0,0,2,1
10645,916,0,0,3,30,39.0,0,2,1
10668,1056,0,0,3,15,39.0,0,2,0
10675,1132,0,0,3,10,40.0,0,2,1
10694,1296,0,0,3,5,30.0,0,2,0
10717,1478,0,0,3,20,46.0,0,1,0
10721,1576,0,1,3,15,43.0,0,3,0
10737,1678,0,1,3,15,48.0,0,1,1
10739,1678,0,0,3,20,40.0,0,2,0
10745,1785,0,0,3,60,48.0,0,2,1
10746,1898,0,1,3,10,30.0,0,2,0
10751,1898,0,1,3,30,50.0,0,2,0
10753,1898,0,0,3,5,50.0,0,2,0
10759,2016,0,1,3,20,50.0,0,3,0
10760,2015,0,1,3,10,50.0,0,3,1
10764,2138,0,1,3,15,50.0,0,3,0
10766,2138,0,1,3,40,48.0,0,2,0
10788,2541,0,1,3,15,50.0,0,2,0
10792,2541,0,0,3,20,50.0,0,2,1
10825,3702,0,0,3,30,62.0,0,1,0
10829,209,1,1,2,60,24.0,0,2,0
10839,375,1,1,2,20,19.0,8,1,0
10851,410,1,1,2,65,22.0,6,1,0
10855,448,1,1,2,20,16.0,14,2,0
10874,577,1,1,2,5,25.0,6,2,0
10875,577,1,1,2,10,12.0,17,3,0
10883,577,1,1,2,25,30.0,4,2,0
10921,731,1,1,2,40,30.0,8,1,0
10925,789,1,1,2,10,10.0,20,1,0
10926,789,1,1,2,10,10.0,23,2,0
10936,790,1,1,2,30,25.0,13,1,0
10952,851,1,1,2,25,20.0,15,2,0
10970,916,1,1,2,15,25.0,12,3,0
10972,915,1,1,2,25,15.0,24,3,0
10976,915,1,1,2,50,37.0,3,2,0
10985,984,1,1,2,20,34.0,7,2,0
11011,1056,1,1,2,30,40.0,3,3,0
11022,1132,1,1,2,15,20.0,22,2,0
11026,1132,1,1,2,20,40.0,4,3,0
11029,1132,1,1,2,20,19.0,21,1,0
11055,1212,1,1,2,40,19.0,23,2,0
11058,1212,1,1,2,40,34.0,7,1,0
11069,1297,1,1,2,5,23.0,21,1,0
11083,1296,1,1,2,35,32.0,10,1,0
11098,1385,1,1,2,10,15.0,25,2,0
11107,1385,1,1,2,30,25.0,19,1,0
11111,1385,1,1,2,30,45.0,1,2,0
11127,1478,1,1,2,5,17.0,29,1,0
11144,1478,1,1,2,40,30.0,12,2,0
11166,1576,1,1,2,20,35.0,10,2,0
11182,1576,1,1,2,30,40.0,7,3,0
11186,1575,1,1,2,40,42.0,5,1,0
11188,1576,1,1,2,40,45.0,2,3,0
11201,1678,1,1,2,20,40.0,3,2,0
11209,1678,1,1,2,30,40.0,0,3,0
11217,1678,1,1,2,40,35.0,13,2,0
11218,1678,1,1,2,40,34.0,14,2,0
11222,1678,1,1,2,60,34.0,14,2,0
11234,1785,1,1,2,20,16.0,33,1,0
11242,1785,1,1,2,30,50.0,2,1,0
11261,1898,1,1,2,10,40.0,11,2,0
11265,1898,1,1,2,20,26.0,25,3,0
11292,2016,1,1,2,15,55.0,0,1,0
11295,2016,1,1,2,20,16.0,35,3,0
11297,2016,1,1,2,20,26.0,24,2,0
11298,2016,1,1,2,20,30.0,19,2,0
11320,2139,1,1,2,35,52.0,3,3,0
11334,2267,1,1,2,20,20.0,30,2,0
11342,2267,1,1,2,30,38.0,14,1,0
11346,2267,1,1,2,40,48.0,4,1,0
11350,2267,1,1,2,40,33.0,19,1,1
11351,2267,1,1,2,40,22.0,29,1,1
11389,2542,1,1,2,40,25.0,31,2,0
11390,2541,1,1,2,40,50.0,6,2,0
11391,2542,1,1,2,60,36.0,21,2,0
11404,2687,1,1,2,60,15.0,36,2,0
11442,3164,1,1,2,20,15.0,40,1,0
11443,3164,1,1,2,20,20.0,38,3,0
11454,3336,1,1,2,10,55.0,6,2,0
11462,3516,1,1,2,10,17.0,29,1,0
11481,3895,1,1,2,40,39.0,25,2,1
11489,168,1,0,2,20,6.0,0,1,0
11514,342,1,0,2,50,20.0,6,2,0
11524,411,1,0,2,10,20.0,3,2,0
11530,411,1,0,2,30,24.0,7,2,0
11533,411,1,0,2,30,30.0,2,2,0
11540,448,1,0,2,10,20.0,9,1,0
11546,448,1,0,2,30,14.0,12,2,0
11555,448,1,0,2,50,30.0,2,1,1
11556,488,1,0,2,10,20.0,6,1,0
11565,488,1,0,2,30,15.0,15,2,0
11566,489,1,0,2,30,28.0,4,2,0
11581,531,1,0,2,10,9.0,18,1,0
11583,531,1,0,2,10,20.0,6,2,0
11589,531,1,0,2,20,27.0,2,1,0
11604,577,1,0,2,10,15.0,14,2,0
11617,577,1,0,2,45,18.0,13,3,0
11622,625,1,0,2,5,20.0,10,1,0
11636,625,1,0,2,30,30.0,1,2,0
11641,625,1,0,2,40,20.0,11,1,0
11647,625,1,0,2,40,15.0,14,2,1
11650,677,1,0,2,10,20.0,11,3,0
11674,731,1,0,2,15,30.0,7,2,0
11700,790,1,0,2,20,26.0,8,1,0
11723,790,1,0,2,50,18.0,17,1,0
11724,789,1,0,2,50,25.0,9,1,0
11728,851,1,0,2,90,21.0,19,1,0
11764,851,1,0,2,80,20.0,12,2,0
11776,916,1,0,2,15,25.0,15,2,0
11787,915,1,0,2,25,30.0,7,3,0
11794,915,1,0,2,40,5.0,25,3,0
11799,915,1,0,2,60,13.0,25,1,0
11805,984,1,0,2,5,20.0,20,2,0
11814,984,1,0,2,20,16.0,23,2,0
11824,984,1,0,2,30,30.0,6,2,0
11855,1056,1,0,2,30,12.0,27,2,0
11860,1056,1,0,2,40,14.0,24,2,0
11868,1056,1,0,2,60,40.0,1,1,0
11875,1132,1,0,2,10,30.0,12,3,0
11892,1132,1,0,2,40,35.0,5,1,0
11905,1212,1,0,2,10,30.0,12,2,0
11911,1212,1,0,2,15,30.0,10,2,0
11935,1212,1,0,2,20,33.0,9,2,1
11945,1297,1,0,2,20,16.0,24,2,0
11963,1296,1,0,2,50,40.0,4,1,0
11967,1296,1,0,2,60,38.0,5,2,0
11971,1296,1,0,2,25,20.0,22,1,2
11984,1385,1,0,2,20,20.0,19,2,0
12014,1385,1,0,2,10,30.0,14,2,1
12022,1478,1,0,2,15,30.0,12,3,0
12032,1478,1,0,2,40,14.0,32,2,0
12056,1576,1,0,2,15,30.0,15,3,0
12065,1576,1,0,2,30,30.0,16,2,0
12074,1575,1,0,2,20,17.0,27,1,1
12075,1576,1,0,2,40,24.0,23,1,1
12082,1678,1,0,2,15,24.0,22,2,0
12092,1678,1,0,2,30,15.0,29,3,0
12112,1786,1,0,2,15,47.0,1,2,0
12114,1786,1,0,2,20,40.0,9,2,0
